id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,agama,jumlah_penduduk,satuan,tahun
579,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUDHA,663,JIWA,2016
580,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONGHUCHU,13,JIWA,2016
581,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEPERCAYAAN LAIN,24,JIWA,2016
582,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ISLAM,2216506,JIWA,2016
583,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KRISTEN,9974,JIWA,2016
584,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KATHOLIK,2786,JIWA,2016
585,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HINDU,164,JIWA,2016
586,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUDHA,2118,JIWA,2016
587,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONGHUCHU,63,JIWA,2016
588,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEPERCAYAAN LAIN,17,JIWA,2016
589,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ISLAM,3443003,JIWA,2016
590,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KRISTEN,47901,JIWA,2016
591,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KATHOLIK,17054,JIWA,2016
592,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HINDU,670,JIWA,2016
593,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUDHA,3109,JIWA,2016
594,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONGHUCHU,70,JIWA,2016
595,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEPERCAYAAN LAIN,382,JIWA,2016
596,32,JAWA BARAT,3205,KABUPATEN GARUT,ISLAM,2198602,JIWA,2016
597,32,JAWA BARAT,3205,KABUPATEN GARUT,KRISTEN,3344,JIWA,2016
598,32,JAWA BARAT,3205,KABUPATEN GARUT,KATHOLIK,898,JIWA,2016
599,32,JAWA BARAT,3205,KABUPATEN GARUT,HINDU,55,JIWA,2016
600,32,JAWA BARAT,3205,KABUPATEN GARUT,BUDHA,322,JIWA,2016
601,32,JAWA BARAT,3205,KABUPATEN GARUT,KONGHUCHU,5,JIWA,2016
602,32,JAWA BARAT,3205,KABUPATEN GARUT,KEPERCAYAAN LAIN,180,JIWA,2016
603,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ISLAM,1706267,JIWA,2016
604,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KRISTEN,479,JIWA,2016
605,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KATHOLIK,325,JIWA,2016
606,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HINDU,33,JIWA,2016
607,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUDHA,13,JIWA,2016
608,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONGHUCHU,5,JIWA,2016
609,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEPERCAYAAN LAIN,114,JIWA,2016
610,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ISLAM,1222462,JIWA,2016
611,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KRISTEN,1361,JIWA,2016
612,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KATHOLIK,494,JIWA,2016
613,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HINDU,6,JIWA,2016
614,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUDHA,82,JIWA,2016
615,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KONGHUCHU,109,JIWA,2016
616,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEPERCAYAAN LAIN,128,JIWA,2016
617,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ISLAM,1116485,JIWA,2016
618,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KRISTEN,2122,JIWA,2016
619,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KATHOLIK,5623,JIWA,2016
620,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HINDU,15,JIWA,2016
621,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUDHA,170,JIWA,2016
622,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONGHUCHU,29,JIWA,2016
623,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEPERCAYAAN LAIN,433,JIWA,2016
624,32,JAWA BARAT,3209,KABUPATEN CIREBON,ISLAM,2062468,JIWA,2016
625,32,JAWA BARAT,3209,KABUPATEN CIREBON,KRISTEN,6803,JIWA,2016
626,32,JAWA BARAT,3209,KABUPATEN CIREBON,KATHOLIK,2631,JIWA,2016
627,32,JAWA BARAT,3209,KABUPATEN CIREBON,HINDU,79,JIWA,2016
628,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUDHA,478,JIWA,2016
629,32,JAWA BARAT,3209,KABUPATEN CIREBON,KONGHUCHU,65,JIWA,2016
630,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEPERCAYAAN LAIN,75,JIWA,2016
631,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ISLAM,1256469,JIWA,2016
632,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KRISTEN,3250,JIWA,2016
633,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KATHOLIK,530,JIWA,2016
634,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HINDU,38,JIWA,2016
635,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUDHA,140,JIWA,2016
636,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONGHUCHU,1,JIWA,2016
637,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEPERCAYAAN LAIN,41,JIWA,2016
638,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ISLAM,1127412,JIWA,2016
639,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KRISTEN,3984,JIWA,2016
640,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KATHOLIK,563,JIWA,2016
641,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HINDU,20,JIWA,2016
642,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUDHA,284,JIWA,2016
643,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONGHUCHU,184,JIWA,2016
644,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEPERCAYAAN LAIN,12,JIWA,2016
645,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ISLAM,1833378,JIWA,2016
646,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KRISTEN,4542,JIWA,2016
647,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KATHOLIK,1380,JIWA,2016
648,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HINDU,79,JIWA,2016
649,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUDHA,279,JIWA,2016
650,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONGHUCHU,26,JIWA,2016
651,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEPERCAYAAN LAIN,83,JIWA,2016
652,32,JAWA BARAT,3213,KABUPATEN SUBANG,ISLAM,1541220,JIWA,2016
653,32,JAWA BARAT,3213,KABUPATEN SUBANG,KRISTEN,5075,JIWA,2016
654,32,JAWA BARAT,3213,KABUPATEN SUBANG,KATHOLIK,1596,JIWA,2016
655,32,JAWA BARAT,3213,KABUPATEN SUBANG,HINDU,29,JIWA,2016
656,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUDHA,307,JIWA,2016
657,32,JAWA BARAT,3213,KABUPATEN SUBANG,KONGHUCHU,1,JIWA,2016
658,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEPERCAYAAN LAIN,53,JIWA,2016
659,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ISLAM,896483,JIWA,2016
660,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KRISTEN,6579,JIWA,2016
661,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KATHOLIK,1894,JIWA,2016
662,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HINDU,131,JIWA,2016
663,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUDHA,489,JIWA,2016
664,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONGHUCHU,9,JIWA,2016
665,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEPERCAYAAN LAIN,0,JIWA,2016
666,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ISLAM,2037408,JIWA,2016
667,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KRISTEN,25897,JIWA,2016
668,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KATHOLIK,6253,JIWA,2016
669,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HINDU,425,JIWA,2016
670,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDHA,5352,JIWA,2016
671,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONGHUCHU,190,JIWA,2016
672,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEPERCAYAAN LAIN,104,JIWA,2016
673,32,JAWA BARAT,3216,KABUPATEN BEKASI,ISLAM,2387674,JIWA,2016
674,32,JAWA BARAT,3216,KABUPATEN BEKASI,KRISTEN,84209,JIWA,2016
675,32,JAWA BARAT,3216,KABUPATEN BEKASI,KATHOLIK,23028,JIWA,2016
676,32,JAWA BARAT,3216,KABUPATEN BEKASI,HINDU,1498,JIWA,2016
677,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDHA,12381,JIWA,2016
678,32,JAWA BARAT,3216,KABUPATEN BEKASI,KONGHUCHU,171,JIWA,2016
679,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEPERCAYAAN LAIN,534,JIWA,2016
680,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ISLAM,1576918,JIWA,2016
681,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KRISTEN,17100,JIWA,2016
682,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KATHOLIK,5560,JIWA,2016
683,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HINDU,358,JIWA,2016
684,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDHA,534,JIWA,2016
685,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONGHUCHU,42,JIWA,2016
686,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEPERCAYAAN LAIN,424,JIWA,2016
687,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ISLAM,405344,JIWA,2016
688,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KRISTEN,274,JIWA,2016
689,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KATHOLIK,40,JIWA,2016
690,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HINDU,7,JIWA,2016
691,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUDHA,15,JIWA,2016
692,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONGHUCHU,3,JIWA,2016
693,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEPERCAYAAN LAIN,0,JIWA,2016
694,32,JAWA BARAT,3271,KOTA BOGOR,ISLAM,922172,JIWA,2016
695,32,JAWA BARAT,3271,KOTA BOGOR,KRISTEN,39719,JIWA,2016
696,32,JAWA BARAT,3271,KOTA BOGOR,KATHOLIK,21864,JIWA,2016
697,32,JAWA BARAT,3271,KOTA BOGOR,HINDU,1079,JIWA,2016
698,32,JAWA BARAT,3271,KOTA BOGOR,BUDHA,8325,JIWA,2016
699,32,JAWA BARAT,3271,KOTA BOGOR,KONGHUCHU,344,JIWA,2016
700,32,JAWA BARAT,3271,KOTA BOGOR,KEPERCAYAAN LAIN,67,JIWA,2016
701,32,JAWA BARAT,3272,KOTA SUKABUMI,ISLAM,319839,JIWA,2016
702,32,JAWA BARAT,3272,KOTA SUKABUMI,KRISTEN,6907,JIWA,2016
703,32,JAWA BARAT,3272,KOTA SUKABUMI,KATHOLIK,3274,JIWA,2016
704,32,JAWA BARAT,3272,KOTA SUKABUMI,HINDU,46,JIWA,2016
705,32,JAWA BARAT,3272,KOTA SUKABUMI,BUDHA,2953,JIWA,2016
706,32,JAWA BARAT,3272,KOTA SUKABUMI,KONGHUCHU,6,JIWA,2016
707,32,JAWA BARAT,3272,KOTA SUKABUMI,KEPERCAYAAN LAIN,8,JIWA,2016
708,32,JAWA BARAT,3273,KOTA BANDUNG,ISLAM,2199775,JIWA,2016
709,32,JAWA BARAT,3273,KOTA BANDUNG,KRISTEN,129927,JIWA,2016
710,32,JAWA BARAT,3273,KOTA BANDUNG,KATHOLIK,53695,JIWA,2016
711,32,JAWA BARAT,3273,KOTA BANDUNG,HINDU,1739,JIWA,2016
712,32,JAWA BARAT,3273,KOTA BANDUNG,BUDHA,11991,JIWA,2016
713,32,JAWA BARAT,3273,KOTA BANDUNG,KONGHUCHU,166,JIWA,2016
714,32,JAWA BARAT,3273,KOTA BANDUNG,KEPERCAYAAN LAIN,103,JIWA,2016
715,32,JAWA BARAT,3274,KOTA CIREBON,ISLAM,300860,JIWA,2016
716,32,JAWA BARAT,3274,KOTA CIREBON,KRISTEN,14539,JIWA,2016
717,32,JAWA BARAT,3274,KOTA CIREBON,KATHOLIK,6786,JIWA,2016
718,32,JAWA BARAT,3274,KOTA CIREBON,HINDU,131,JIWA,2016
719,32,JAWA BARAT,3274,KOTA CIREBON,BUDHA,2417,JIWA,2016
720,32,JAWA BARAT,3274,KOTA CIREBON,KONGHUCHU,53,JIWA,2016
721,32,JAWA BARAT,3274,KOTA CIREBON,KEPERCAYAAN LAIN,8,JIWA,2016
722,32,JAWA BARAT,3275,KOTA BEKASI,ISLAM,2111855,JIWA,2016
723,32,JAWA BARAT,3275,KOTA BEKASI,KRISTEN,196150,JIWA,2016
724,32,JAWA BARAT,3275,KOTA BEKASI,KATHOLIK,66237,JIWA,2016
725,32,JAWA BARAT,3275,KOTA BEKASI,HINDU,4515,JIWA,2016
726,32,JAWA BARAT,3275,KOTA BEKASI,BUDHA,22627,JIWA,2016
727,32,JAWA BARAT,3275,KOTA BEKASI,KONGHUCHU,112,JIWA,2016
728,32,JAWA BARAT,3275,KOTA BEKASI,KEPERCAYAAN LAIN,969,JIWA,2016
729,32,JAWA BARAT,3276,KOTA DEPOK,ISLAM,1675209,JIWA,2016
730,32,JAWA BARAT,3276,KOTA DEPOK,KRISTEN,88829,JIWA,2016
731,32,JAWA BARAT,3276,KOTA DEPOK,KATHOLIK,29091,JIWA,2016
732,32,JAWA BARAT,3276,KOTA DEPOK,HINDU,3103,JIWA,2016
733,32,JAWA BARAT,3276,KOTA DEPOK,BUDHA,5332,JIWA,2016
734,32,JAWA BARAT,3276,KOTA DEPOK,KONGHUCHU,2097,JIWA,2016
735,32,JAWA BARAT,3276,KOTA DEPOK,KEPERCAYAAN LAIN,47,JIWA,2016
736,32,JAWA BARAT,3277,KOTA CIMAHI,ISLAM,500204,JIWA,2016
737,32,JAWA BARAT,3277,KOTA CIMAHI,KRISTEN,21664,JIWA,2016
738,32,JAWA BARAT,3277,KOTA CIMAHI,KATHOLIK,7880,JIWA,2016
739,32,JAWA BARAT,3277,KOTA CIMAHI,HINDU,591,JIWA,2016
740,32,JAWA BARAT,3277,KOTA CIMAHI,BUDHA,893,JIWA,2016
741,32,JAWA BARAT,3277,KOTA CIMAHI,KONGHUCHU,13,JIWA,2016
742,32,JAWA BARAT,3277,KOTA CIMAHI,KEPERCAYAAN LAIN,148,JIWA,2016
743,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ISLAM,679941,JIWA,2016
744,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KRISTEN,7686,JIWA,2016
745,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KATHOLIK,1854,JIWA,2016
746,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HINDU,15,JIWA,2016
747,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUDHA,855,JIWA,2016
748,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONGHUCHU,132,JIWA,2016
749,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEPERCAYAAN LAIN,12,JIWA,2016
750,32,JAWA BARAT,3279,KOTA BANJAR,ISLAM,200568,JIWA,2016
751,32,JAWA BARAT,3279,KOTA BANJAR,KRISTEN,1415,JIWA,2016
752,32,JAWA BARAT,3279,KOTA BANJAR,KATHOLIK,266,JIWA,2016
753,32,JAWA BARAT,3279,KOTA BANJAR,HINDU,21,JIWA,2016
754,32,JAWA BARAT,3279,KOTA BANJAR,BUDHA,49,JIWA,2016
755,32,JAWA BARAT,3279,KOTA BANJAR,KONGHUCHU,89,JIWA,2016
756,32,JAWA BARAT,3279,KOTA BANJAR,KEPERCAYAAN LAIN,23,JIWA,2016
757,32,JAWA BARAT,3201,KABUPATEN BOGOR,ISLAM,4234652,JIWA,2017
758,32,JAWA BARAT,3201,KABUPATEN BOGOR,KRISTEN,73654,JIWA,2017
759,32,JAWA BARAT,3201,KABUPATEN BOGOR,KATHOLIK,24623,JIWA,2017
760,32,JAWA BARAT,3201,KABUPATEN BOGOR,HINDU,2117,JIWA,2017
761,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUDHA,15378,JIWA,2017
762,32,JAWA BARAT,3201,KABUPATEN BOGOR,KONGHUCHU,7315,JIWA,2017
763,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEPERCAYAAN LAIN,158,JIWA,2017
764,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ISLAM,2528396,JIWA,2017
765,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KRISTEN,5651,JIWA,2017
766,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KATHOLIK,1814,JIWA,2017
767,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HINDU,49,JIWA,2017
768,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUDHA,673,JIWA,2017
769,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONGHUCHU,13,JIWA,2017
770,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEPERCAYAAN LAIN,15,JIWA,2017
771,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ISLAM,2235268,JIWA,2017
772,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KRISTEN,10113,JIWA,2017
773,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KATHOLIK,2802,JIWA,2017
774,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HINDU,159,JIWA,2017
775,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUDHA,2089,JIWA,2017
776,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONGHUCHU,45,JIWA,2017
777,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEPERCAYAAN LAIN,14,JIWA,2017
778,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ISLAM,3454487,JIWA,2017
779,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KRISTEN,49097,JIWA,2017
780,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KATHOLIK,17311,JIWA,2017
781,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HINDU,643,JIWA,2017
782,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUDHA,3155,JIWA,2017
783,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONGHUCHU,66,JIWA,2017
784,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEPERCAYAAN LAIN,390,JIWA,2017
785,32,JAWA BARAT,3205,KABUPATEN GARUT,ISLAM,2217010,JIWA,2017
786,32,JAWA BARAT,3205,KABUPATEN GARUT,KRISTEN,3283,JIWA,2017
787,32,JAWA BARAT,3205,KABUPATEN GARUT,KATHOLIK,913,JIWA,2017
788,32,JAWA BARAT,3205,KABUPATEN GARUT,HINDU,52,JIWA,2017
789,32,JAWA BARAT,3205,KABUPATEN GARUT,BUDHA,325,JIWA,2017
790,32,JAWA BARAT,3205,KABUPATEN GARUT,KONGHUCHU,4,JIWA,2017
791,32,JAWA BARAT,3205,KABUPATEN GARUT,KEPERCAYAAN LAIN,223,JIWA,2017
792,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ISLAM,1732318,JIWA,2017
793,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KRISTEN,459,JIWA,2017
794,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KATHOLIK,319,JIWA,2017
795,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HINDU,24,JIWA,2017
796,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUDHA,10,JIWA,2017
797,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONGHUCHU,5,JIWA,2017
798,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEPERCAYAAN LAIN,87,JIWA,2017
799,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ISLAM,1227668,JIWA,2017
800,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KRISTEN,1400,JIWA,2017
801,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KATHOLIK,484,JIWA,2017
802,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HINDU,7,JIWA,2017
803,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUDHA,84,JIWA,2017
804,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KONGHUCHU,107,JIWA,2017
805,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEPERCAYAAN LAIN,128,JIWA,2017
806,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ISLAM,1128981,JIWA,2017
807,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KRISTEN,2198,JIWA,2017
808,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KATHOLIK,5651,JIWA,2017
809,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HINDU,14,JIWA,2017
810,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUDHA,168,JIWA,2017
811,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONGHUCHU,26,JIWA,2017
812,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEPERCAYAAN LAIN,438,JIWA,2017
813,32,JAWA BARAT,3209,KABUPATEN CIREBON,ISLAM,2090174,JIWA,2017
814,32,JAWA BARAT,3209,KABUPATEN CIREBON,KRISTEN,6863,JIWA,2017
815,32,JAWA BARAT,3209,KABUPATEN CIREBON,KATHOLIK,2615,JIWA,2017
816,32,JAWA BARAT,3209,KABUPATEN CIREBON,HINDU,85,JIWA,2017
817,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUDHA,490,JIWA,2017
818,32,JAWA BARAT,3209,KABUPATEN CIREBON,KONGHUCHU,54,JIWA,2017
819,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEPERCAYAAN LAIN,62,JIWA,2017
820,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ISLAM,1265121,JIWA,2017
821,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KRISTEN,3324,JIWA,2017
822,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KATHOLIK,556,JIWA,2017
823,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HINDU,33,JIWA,2017
824,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUDHA,134,JIWA,2017
825,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONGHUCHU,1,JIWA,2017
826,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEPERCAYAAN LAIN,41,JIWA,2017
827,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ISLAM,1134339,JIWA,2017
828,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KRISTEN,4239,JIWA,2017
829,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KATHOLIK,553,JIWA,2017
830,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HINDU,28,JIWA,2017
831,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUDHA,261,JIWA,2017
832,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONGHUCHU,136,JIWA,2017
833,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEPERCAYAAN LAIN,8,JIWA,2017
834,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ISLAM,1844547,JIWA,2017
835,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KRISTEN,4346,JIWA,2017
836,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KATHOLIK,1304,JIWA,2017
837,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HINDU,84,JIWA,2017
838,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUDHA,286,JIWA,2017
839,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONGHUCHU,28,JIWA,2017
840,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEPERCAYAAN LAIN,100,JIWA,2017
841,32,JAWA BARAT,3213,KABUPATEN SUBANG,ISLAM,1547552,JIWA,2017
842,32,JAWA BARAT,3213,KABUPATEN SUBANG,KRISTEN,5430,JIWA,2017
843,32,JAWA BARAT,3213,KABUPATEN SUBANG,KATHOLIK,1651,JIWA,2017
844,32,JAWA BARAT,3213,KABUPATEN SUBANG,HINDU,30,JIWA,2017
845,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUDHA,323,JIWA,2017
846,32,JAWA BARAT,3213,KABUPATEN SUBANG,KONGHUCHU,4,JIWA,2017
847,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEPERCAYAAN LAIN,49,JIWA,2017
848,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ISLAM,908936,JIWA,2017
849,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KRISTEN,6861,JIWA,2017
850,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KATHOLIK,1936,JIWA,2017
851,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HINDU,135,JIWA,2017
852,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUDHA,489,JIWA,2017
853,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONGHUCHU,8,JIWA,2017
854,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEPERCAYAAN LAIN,0,JIWA,2017
855,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ISLAM,2090933,JIWA,2017
856,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KRISTEN,27756,JIWA,2017
857,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KATHOLIK,6683,JIWA,2017
858,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HINDU,448,JIWA,2017
859,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDHA,5462,JIWA,2017
860,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONGHUCHU,199,JIWA,2017
861,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEPERCAYAAN LAIN,105,JIWA,2017
862,32,JAWA BARAT,3216,KABUPATEN BEKASI,ISLAM,2481488,JIWA,2017
863,32,JAWA BARAT,3216,KABUPATEN BEKASI,KRISTEN,90137,JIWA,2017
864,32,JAWA BARAT,3216,KABUPATEN BEKASI,KATHOLIK,24449,JIWA,2017
865,32,JAWA BARAT,3216,KABUPATEN BEKASI,HINDU,1598,JIWA,2017
866,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDHA,13026,JIWA,2017
